2017-02-20	2945	28	45.751	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-20	698	15	11.515	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-20	84	14	1.336	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-20	8	8	0	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-20	333	7	2.979	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-20	140	7	2.015	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-20	137	5	0.57	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-20	9	5	0.161	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-20	473	4	3.674	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-20	7.7	3	0.205	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-20	299	3	5.958	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-20	70	2	0.38	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-20	131	2	1.106	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-20	129	2	1.993	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-20	59.1	2	0.989	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-20	131	2	1.016	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-20	400	2	13.911	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-20	11	2	0.072	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-20	161	2	1.403	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-20	70	1	0.797	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-20	3	1	0.018	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-20	100	1	2.046	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-20	100	1	0.441	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-20	100	1	1.049	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-20	3	1	0.01	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-20	1	1	0.012	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-20	1	1	0.01	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-20	31	1	0.225	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-20	48	1	0.422	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-21	463	20	4.533	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-21	1191	15	21.994	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-21	839.5	10	20.94	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-21	409	8	11.678	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-21	172	8	1.835	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-21	390	7	8.838	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-21	107	6	1.396	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-21	841	6	11.495	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-21	13	6	0.114	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-21	5	5	0	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-21	380	4	3.294	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-21	164	4	1.386	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-21	158	4	4.143	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-21	4	4	0.094	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-21	380	3	7.085	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-21	29	3	0.74	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-21	140	2	1.594	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-21	121	2	0.823	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-21	97	2	1.919	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-21	89.5	2	1.09	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-21	4	1	0.095	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-21	1	1	0.036	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-21	76	1	0.346	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-21	102	1	0.7	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-21	2	1	0.261	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-21	37	1	1.023	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-21	2	1	0.059	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-21	12	1	0.064	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-21	210	1	3.001	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-28	3341	24	29.118	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-28	53	14	0.8	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-28	890.9	13	25.79	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-28	350	10	1.997	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-28	208	9	1.639	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-28	170	8	1.859	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-28	9	5	0.17	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-28	147	4	1.083	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-28	170	4	4.526	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-28	4	4	0.042	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-28	241	3	1.979	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-28	3	3	0.026	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-28	24	3	0.268	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-28	160	2	3.134	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-28	2	2	0	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-28	146	2	1.171	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-28	10	2	0.656	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-28	230	2	2.318	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-28	170	2	1.094	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-28	100	1	2.046	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-28	112	1	2.182	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-28	154	1	2.098	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-28	100	1	1.049	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-28	9.14	1	0.096	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-28	132	1	1.007	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-28	4	1	0.12	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
2017-02-28	12	1	0.096	43.6206051062346	1.39423144268438	43.6498718261719	1.32570004463196
